fieldsample_barcode	habitat_typenumber	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	longitude	latitude	flat_name	after_total_reads	after_total_bases
MFD00585	9100	Soil	Natural	Forests	Temperate forests		9.40651	55.21877	LIB-MJ110-D6_04.fastq.gz	26889040	3976208184
MFD00586	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	9.95066	56.03573	LIB-MJ134-D2_03.fastq.gz	19959660	2950545753
MFD00587	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.21008	56.1178	LIB-MJ110-A9_04.fastq.gz	22075184	3264929233
MFD00588	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.44769	55.24381	LIB-MJ134-H11_03_v_LIB-MJ404-B8_03.fastq.gz	19957584	2933850466
MFD00589	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	11.39913847	55.95953597	LIB-MJ132-E2_03.fastq.gz	25003836	3737525308
MFD00590	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	9.37204	55.24088	LIB-MJ108-B8_02.fastq.gz	26054798	3869090136
MFD00591	7200	Soil	Natural	Bogs, mires and fens	Calcareous fens		10.0803	55.56346	LIB-MJ129-A3_02.fastq.gz	18687118	2788981023
MFD00592	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	11.76425	55.51403	LIB-MJ134-A1_03_v_LIB-MJ404-E7_03.fastq.gz	15817308	2310496602
MFD00593	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.37255	55.2404	LIB-MJ107-A11_02_v_LIB-MJ367-A11_03.fastq.gz	5763988	830048929
MFD00594	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.88463	56.0199	LIB-MJ106-D11_01.fastq.gz	30270920	4472653630
MFD00595	9100	Soil	Natural	Forests	Temperate forests		9.84651	55.61731	LIB-MJ091-A3_03.fastq.gz	28394702	4240256894
MFD00596	2120	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)	10.38117	57.66245	LIB-MJ088-B6_04.fastq.gz	19986398	2938160062
MFD00597	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		9.51597	55.24933	LIB-MJ106-A12_01_v_LIB-MJ409-D9_01.fastq.gz	19497854	2867502277
MFD00598	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.52015	55.24715	LIB-MJ092-D6_01.fastq.gz	30204636	4477926921
MFD00599	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	12.33331	55.80584	LIB-MJ130-C4_01.fastq.gz	18948398	2826929855
MFD00600	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	10.5542	56.23125	LIB-MJ132-C11_03.fastq.gz	27635870	4131974197
MFD00601	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		10.51192	56.09849	LIB-MJ106-G4_01.fastq.gz	18628532	2771789299
MFD00603	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.47107	56.28432	LIB-MJ106-F6_01.fastq.gz	20145954	2987627569
MFD00605	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.03463	56.07942	LIB-MJ106-C12_01.fastq.gz	10362302	1504337980
MFD00606	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	10.58511	56.22297	LIB-MJ108-A6_02.fastq.gz	30151768	4483369900
MFD00607	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.80048	55.54954	LIB-MJ092-G7_01.fastq.gz	24574124	3658918594
MFD00608	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.83038	55.89236	LIB-MJ090-C1_04.fastq.gz	19044208	2832613407
MFD00609	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.40507	55.21942	LIB-MJ093-B1_02.fastq.gz	20776998	3093515695
MFD00610	9120	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex	9.66367	56.1165	LIB-MJ092-F8_01.fastq.gz	21868178	3232551217
MFD00611	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	10.90317	56.39389	LIB-MJ091-F7_03.fastq.gz	36646388	5471011945
MFD00612	3170	Sediment	Natural	Freshwater	Standing freshwater	Lake shores and lagoons	10.50949659	56.099864	LIB-MJ106-E8_01.fastq.gz	32324544	4788657919
MFD00613	3160	Sediment	Natural	Freshwater	Standing freshwater	Lake, Dystrophic	8.943285054	55.27628224	LIB-MJ106-D8_01_v_LIB-MJ409-A9_01.fastq.gz	7447058	1054923785
MFD00614	6431	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	9.44687	55.24373	LIB-MJ106-G10_01_v_LIB-MJ368-G10_04.fastq.gz	15390052	2241343700
MFD00615	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	9.84041	55.61546	LIB-MJ106-B12_01_v_LIB-MJ368-B12_04.fastq.gz	9399688	1332129694
MFD00617	2140	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	10.42909	56.52142	LIB-MJ093-G7_02.fastq.gz	22632916	3379536186
MFD00618	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.83209	55.55248	LIB-MJ107-E3_02.fastq.gz	27768766	4114491330
MFD00619	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.51757	55.24898	LIB-MJ108-G10_02.fastq.gz	16442220	2443045949
MFD00620	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		9.44719	55.24389	LIB-MJ106-C9_01.fastq.gz	31253694	4635312226
MFD00621	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.42944	55.07271	LIB-MJ106-G8_01.fastq.gz	17550356	2589970241
MFD00622	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	9.5215	55.24724	LIB-MJ106-D4_01_v_LIB-MJ368-D4_04.fastq.gz	28264792	4193979076
MFD00623	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.51701	55.24783	LIB-MJ139-D6_01.fastq.gz	18203720	2715827321
MFD00624	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.51865	55.24839	LIB-MJ093-D3_02.fastq.gz	17880254	2671738838
MFD00625	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.37477	55.23888	LIB-MJ106-E7_01.fastq.gz	26886108	3975684448
MFD00626	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	11.45098	55.96047	LIB-MJ131-A4_01_v_LIB-MJ408-C6_04.fastq.gz	21557504	3198259863
MFD00627	9100	Soil	Natural	Forests	Temperate forests		10.46997	56.28293	LIB-MJ110-E1_04_v_LIB-MJ415-C1_04.fastq.gz	32808804	4831283815
MFD00628	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.51788	55.24819	LIB-MJ137-G4_02.fastq.gz	17699192	2627029451
MFD00629	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.92259	56.02097	LIB-MJ106-C11_01.fastq.gz	20223642	2944033370
MFD00630	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	10.47287	56.28239	LIB-MJ106-C7_01.fastq.gz	17456484	2589749199
MFD00631	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.87503	55.87441	LIB-MJ166-G4_01.fastq.gz	11912254	1768354375
MFD00632	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.63896	55.17785	LIB-MJ110-B4_04.fastq.gz	15900322	2360264610
MFD00634	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.88990019	55.87311731	LIB-MJ131-B1_01_v_LIB-MJ408-C5_04.fastq.gz	16942964	2510649907
MFD00635	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.87523	55.87511	LIB-MJ138-B3_03.fastq.gz	20537692	3051551174
MFD00636	3200	Sediment	Natural	Freshwater	Running freshwater		9.7061	56.2176	LIB-MJ139-H6_01.fastq.gz	23847694	3543382060
MFD00637	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.80217	55.54992	LIB-MJ089-H6_02.fastq.gz	21745386	3195885499
MFD00638	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.860364833	55.8745583	LIB-MJ166-H6_01.fastq.gz	19559850	2907496797
MFD00639	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.25138	55.12542	LIB-MJ093-D1_02.fastq.gz	19692154	2926931247
MFD00640	9100	Soil	Natural	Forests	Temperate forests		10.54935	56.22898	LIB-MJ091-F11_03.fastq.gz	22642276	3388814608
MFD00641	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.70856	55.03432	LIB-MJ089-B3_02.fastq.gz	16337874	2367838048
MFD00642	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.34574	55.2533	LIB-MJ129-F4_02.fastq.gz	18223526	2725051209
MFD00643	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.88288	55.87496	LIB-MJ135-A3_04.fastq.gz	15890286	2363939396
MFD00644	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.42187	56.86179	LIB-MJ139-C9_01.fastq.gz	20181242	3004039771
MFD00645	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	10.28261	55.12401	LIB-MJ088-D5_04.fastq.gz	19336400	2865278904
MFD00646	7200	Soil	Natural	Bogs, mires and fens	Calcareous fens		9.76306	56.31348	LIB-MJ134-H1_03.fastq.gz	21266532	3146196432
MFD00647	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	12.35237	55.60028	LIB-MJ139-B6_01.fastq.gz	22854156	3401974654
MFD00648	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	8.81006	56.99495	LIB-MJ139-D4_01.fastq.gz	18941440	2825110337
MFD00649	2110	Soil	Natural	Dunes	Sea dunes	Embryonic shifting dunes	10.07521	55.56631	LIB-MJ089-A7_02.fastq.gz	25458744	3658874379
MFD00650	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	10.23829	56.08577	LIB-MJ092-E4_01.fastq.gz	24560768	3648927625
MFD00651	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	8.46968	55.57615	LIB-MJ151-A4_04.fastq.gz	21762702	3230011362
MFD00652	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.62791	55.05989	LIB-MJ093-H9_02.fastq.gz	26004268	3879871936
MFD00653	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.64056	55.17867	LIB-MJ108-C6_02.fastq.gz	24011474	3565847775
MFD00654	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	10.53222	56.16513	LIB-MJ106-A10_01.fastq.gz	8711150	1282117421
MFD00655	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	10.63113	55.05978	LIB-MJ088-C7_04.fastq.gz	15125280	2249829080
MFD00656	6431	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	9.34587	55.25322	LIB-MJ132-E4_03.fastq.gz	22058374	3293723953
MFD00657	3200	Sediment	Natural	Freshwater	Running freshwater		9.3461	55.0754	LIB-MJ137-F8_02.fastq.gz	21346392	3168340769
MFD00659	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.83402	55.55151	LIB-MJ089-F9_02.fastq.gz	44627762	6637318557
MFD00660	4110	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	8.57776	55.90558	LIB-MJ135-D9_04_v_LIB-MJ367-D9_03.fastq.gz	26715674	3964893267
MFD00661	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.8343	55.553	LIB-MJ088-E1_04_v_LIB-MJ365-E1_02.fastq.gz	18032690	2676727085
MFD00662	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.83168	55.55406	LIB-MJ092-H4_01.fastq.gz	25302854	3768625210
MFD00663	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	10.58599	56.22277	LIB-MJ092-D8_01.fastq.gz	24141432	3592977604
MFD00664	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	12.31492	55.81428	LIB-MJ386-B11_04.fastq.gz	14496390	2148049947
MFD00665	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.8969	55.30614	LIB-MJ107-B8_02.fastq.gz	20425122	3023657217
MFD00666	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.89846	55.30619	LIB-MJ090-H3_04.fastq.gz	17308504	2568359137
MFD00667	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	10.2184	56.12407	LIB-MJ092-D1_01.fastq.gz	19108136	2841692550
MFD00668	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.8899	55.87373	LIB-MJ135-C5_04_v_LIB-MJ367-C5_04.fastq.gz	44651036	6636919545
MFD00669	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	10.56403	56.23925	LIB-MJ092-A7_01.fastq.gz	29569536	4357688783
MFD00670	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	12.35995	55.59634	LIB-MJ132-B2_03.fastq.gz	24424434	3649596338
MFD00671	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.8758	55.8721	LIB-MJ132-B8_03.fastq.gz	27995174	4183900602
MFD00672	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.80097	56.50863	LIB-MJ107-B10_02.fastq.gz	19907934	2945623316
MFD00673	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	10.23169	56.09298	LIB-MJ089-G9_02.fastq.gz	35108554	5106574273
MFD00674	9100	Soil	Natural	Forests	Temperate forests		9.89877	56.02018	LIB-MJ093-E1_02.fastq.gz	21551946	3207914582
MFD00675	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	10.07965	55.56401	LIB-MJ092-G2_01.fastq.gz	25145728	3731056665
MFD00676	2140	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	9.0226	57.15692	LIB-MJ140-A10_02.fastq.gz	28509128	4226245915
MFD00677	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.85817	56.85484	LIB-MJ093-G2_02.fastq.gz	21892138	3268229260
MFD00678	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.69081	55.55273	LIB-MJ129-E5_02.fastq.gz	23458998	3506408207
MFD00679	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		10.21585	56.10407	LIB-MJ138-A8_03.fastq.gz	24683792	3668338056
MFD00680	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	11.76603	55.51418	LIB-MJ134-G6_03.fastq.gz	23044438	3433234276
MFD00681	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.9488	56.66061	LIB-MJ134-F11_03.fastq.gz	18321984	2731108124
MFD00682	9100	Soil	Natural	Forests	Temperate forests		10.56321	56.23498	LIB-MJ088-B5_04.fastq.gz	20520930	3041390606
MFD00683	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	12.35403733	55.60385311	LIB-MJ129-G1_02.fastq.gz	20852216	3103097667
MFD00684	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.0154	55.6055	LIB-MJ145-E11_01.fastq.gz	18826256	2781368388
MFD00685	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.66924	56.01852	LIB-MJ140-G5_02.fastq.gz	29187310	4332583960
MFD00686	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.55784	56.23634	LIB-MJ089-B4_02_v_LIB-MJ407-E10_04.fastq.gz	31821078	4720734428
MFD00687	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.87187805	55.87551961	LIB-MJ132-C5_03.fastq.gz	25088906	3747353852
MFD00688	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.17916	55.45019	LIB-MJ138-D4_03.fastq.gz	23918610	3554202174
MFD00689	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	10.23179	56.09297	LIB-MJ139-C1_01.fastq.gz	19785934	2936305926
MFD00690	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	10.22238	56.11637	LIB-MJ088-E8_04_v_LIB-MJ365-E8_02.fastq.gz	27627104	4094603991
MFD00691	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	10.24645	56.09117	LIB-MJ145-D9_01.fastq.gz	21148962	3133998719
MFD00692	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	11.76659	55.51639	LIB-MJ138-F8_03.fastq.gz	26005034	3860305692
MFD00693	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	10.43637	56.51906	LIB-MJ091-E1_03.fastq.gz	23447280	3498824471
MFD00694	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	11.28857	56.00001	LIB-MJ139-B5_01.fastq.gz	19449686	2895634434
MFD00695	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	10.58135	55.04547	LIB-MJ091-E3_03.fastq.gz	21247962	3176534358
MFD00696	1230	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Vegetated sea cliffs of the Atlantic and Baltic Coasts	10.24738	56.09358	LIB-MJ135-C9_04.fastq.gz	15316982	2282434285
MFD00697	7200	Soil	Natural	Bogs, mires and fens	Calcareous fens		9.79537	55.54757	LIB-MJ092-E3_01.fastq.gz	21830360	3249523086
MFD00698	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	10.5478	56.22888	LIB-MJ093-G9_02.fastq.gz	22219912	3315234575
MFD00699	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	10.58422	56.21817	LIB-MJ093-E9_02.fastq.gz	26202264	3898586245
MFD00700	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	10.23381	56.09141	LIB-MJ091-D5_03.fastq.gz	23930912	3579264083
MFD00701	9100	Soil	Natural	Forests	Temperate forests		9.42949	55.22155	LIB-MJ106-E10_01.fastq.gz	30759162	4567708043
MFD00702	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	12.33325	55.80526	LIB-MJ131-D9_01.fastq.gz	29721164	4443300622
MFD00703	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	10.02605	55.93724	LIB-MJ089-H3_02.fastq.gz	16962342	2463833580
MFD00704	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	11.28967	55.99856	LIB-MJ137-A12_02.fastq.gz	21550262	3144164747
MFD00705	2120	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)	10.4071	57.65334	LIB-MJ091-E4_03.fastq.gz	22574558	3335069422
MFD00706	3140	Sediment	Natural	Freshwater	Standing freshwater	Lake, Hard water	11.76354899	55.5128411	LIB-MJ148-E1_02.fastq.gz	19009356	2807906038
MFD00707	2120	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)	10.07624	55.56628	LIB-MJ088-C1_04.fastq.gz	26746816	3899880722
MFD00708	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	10.63438	57.73791	LIB-MJ134-G8_03.fastq.gz	24091796	3597896216
MFD00709	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.854411784	55.9091489	LIB-MJ106-G6_01_v_LIB-MJ368-G6_04.fastq.gz	21410502	3113085568
MFD00710	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	10.55992	56.23308	LIB-MJ093-B10_02.fastq.gz	23759372	3541135152
MFD00711	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	10.03166	56.07817	LIB-MJ106-B11_01.fastq.gz	16535124	2428756821
MFD00712	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	10.56605	56.23975	LIB-MJ092-E2_01.fastq.gz	21458242	3191362667
MFD00713	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.53195187	56.16731466	LIB-MJ106-C8_01.fastq.gz	23033368	3398046561
MFD00714	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	10.23776	56.10048	LIB-MJ138-G11_03.fastq.gz	26803616	3979251579
MFD00715	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	9.41679	54.97644	LIB-MJ106-E4_01.fastq.gz	26753514	3967336775
MFD00716	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	12.2414	55.80652	LIB-MJ145-F1_01.fastq.gz	22142566	3271543952
MFD00717	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.83284	55.55434	LIB-MJ089-H7_02.fastq.gz	17471886	2579944732
MFD00718	9100	Soil	Natural	Forests	Temperate forests		10.23932	56.0943	LIB-MJ135-A4_04.fastq.gz	14770122	2199452651
MFD00719	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	9.89742	56.02032	LIB-MJ106-A11_01_v_LIB-MJ409-C9_01.fastq.gz	19861682	2889626297
MFD00720	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.83335	55.55373	LIB-MJ088-E6_04_v_LIB-MJ365-E6_02.fastq.gz	30605172	4535946471
MFD00721	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.3919	55.22145	LIB-MJ110-F6_04_v_LIB-MJ415-B2_04.fastq.gz	49361342	7301100743
MFD00722	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	12.26493	55.79261	LIB-MJ130-C6_01.fastq.gz	26226688	3906317525
MFD00723	9120	Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex	9.84469	55.61648	LIB-MJ145-E2_01.fastq.gz	18608734	2755361425
MFD00724	1220	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Perennial vegetation of stony banks	11.28892	55.99987	LIB-MJ133-C1_03.fastq.gz	14319534	2126330175
MFD00725	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.78342	56.34443	LIB-MJ132-A3_03.fastq.gz	21981316	3289012689
MFD00726	3200	Sediment	Natural	Freshwater	Running freshwater		8.3165	55.6642	LIB-MJ133-C9_03.fastq.gz	23625088	3498485823
MFD00727	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.519285886	55.24751388	LIB-MJ106-A4_01_v_LIB-MJ368-A4_04.fastq.gz	8564224	1242016699
MFD00728	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.37757	55.23731	LIB-MJ110-B2_04.fastq.gz	22106348	3276279757
MFD00729	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.44773	55.24325	LIB-MJ106-F4_01.fastq.gz	21984056	3271035067
MFD00730	6200	Soil	Natural	Grassland formations	Semi-natural dry grasslands		9.9498	56.03637	LIB-MJ145-H2_01.fastq.gz	23084376	3398627681
MFD00731	2320	Soil	Natural	Dunes	Inland dunes	Inland dunes Empetrum nigrum	8.94345	55.27096	LIB-MJ106-C4_01.fastq.gz	23108370	3410183100
MFD00732	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.37299	55.23989	LIB-MJ106-B4_01.fastq.gz	31455226	4651248414
MFD00733	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.56023	55.23735	LIB-MJ135-C1_04.fastq.gz	11426940	1697466262
MFD00734	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.42951	55.22227	LIB-MJ106-B7_01.fastq.gz	23591536	3499137804
MFD00735	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.8002585	56.53365718	LIB-MJ106-A8_01.fastq.gz	13041936	1907938087
MFD00736	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.9627	56.0294	LIB-MJ137-A9_02.fastq.gz	21039292	3115046667
MFD00737	6431	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	9.37551	55.23875	LIB-MJ110-F9_04.fastq.gz	21496558	3196260717
MFD00738	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	10.53363	56.15808	LIB-MJ106-F5_01_v_LIB-MJ368-F5_04.fastq.gz	20034180	2958503779
MFD00739	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.42824	55.22071	LIB-MJ092-A11_01.fastq.gz	19270080	2867484978
MFD00740	6200	Soil	Natural	Grassland formations	Semi-natural dry grasslands		10.5122	56.09703	LIB-MJ106-E5_01_v_LIB-MJ368-E5_04.fastq.gz	11658844	1719193600
MFD00741	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	9.9527	56.03448	LIB-MJ140-B2_02.fastq.gz	27354748	4064538372
MFD00742	3100	Sediment	Natural	Freshwater	Standing freshwater		9.394247565	55.22030444	LIB-MJ093-A4_02.fastq.gz	26951366	4004190977
MFD00743	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	10.21227	56.12042	LIB-MJ088-D8_04.fastq.gz	26353268	3918359789
MFD00744	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.8336	55.55342	LIB-MJ091-D4_03.fastq.gz	24733898	3699933747
MFD00745	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	10.5593	56.23359	LIB-MJ092-F4_01.fastq.gz	21847106	3255198726
MFD00746	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.38869	55.23067	LIB-MJ106-H10_01.fastq.gz	17578806	2607472213
MFD00747	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	10.51116	56.09919	LIB-MJ131-A7_01.fastq.gz	40235918	5981658607
MFD00748	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.83854	55.61547	LIB-MJ133-A6_03.fastq.gz	21459274	3193280935
MFD00749	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	9.79737	55.49687	LIB-MJ089-A4_02.fastq.gz	22898490	3345138072
