fieldsample_barcode	habitat_typenumber	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	longitude	latitude	flat_name	after_total_reads	after_total_bases
MFD13031	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ381-H2_02.fastq.gz	28809064	4163944085
MFD13032	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ383-F7_01.fastq.gz	267636	39087415
MFD13033	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ382-H7_02.fastq.gz	3486	495547
MFD13034	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ384-A6_01.fastq.gz	1530	217632
MFD13035	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ385-B4_04.fastq.gz	2656	336703
MFD13036	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ380-B6_03.fastq.gz	1105268	158973907
MFD13037	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ382-H9_02.fastq.gz	1614	226954
MFD13038	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ385-F8_04.fastq.gz	2506	323178
MFD13039	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ382-D4_02.fastq.gz	9826	1386318
MFD13040	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ384-A8_01.fastq.gz	2972	406675
MFD13041	1210	Sediment	Subterranean	Saltwater	Open sea	Baltic Sea	NA	NA	LIB-MJ381-H1_02.fastq.gz	39561278	5673708620
